店舗ID,店舗_名称,店舗_名称_カナ,店舗_概要,店舗_所在地,店舗_所在地_郵便番号,店舗_所在地_全国地方公共団体コード,店舗_所在地_都道府県名,店舗_所在地_郡名,店舗_所在地_市区町村名,店舗_所在地_行政区名,店舗_所在地_町域名以降,店舗_所在地_建物名,店舗_所在地_緯度,店舗_所在地_経度,店舗_業態_産業分類コード,店舗_業態_産業分類名,店舗_画像,店舗_タグ,店舗_営業時間,店舗_定休日,店舗_電話番号,店舗_FAX番号,店舗_メールアドレス,店舗_Webサイト,店舗_地図,店舗_Twitter,店舗_Facebookページ,店舗_インスタグラム,店舗_LINE,店舗_テイクアウト対応フラグ,店舗_デリバリー対応フラグ,店舗_閉店フラグ,店舗_登録日,店舗_最終更新日,店舗_補足,NO,区
F0457,センターハウスレストラン　ぱくぱく大食堂,パクパクダイショクドウ,,静岡県浜松市西区舘山寺町1891番地,4311209,221309,静岡県,,浜松市,西区,舘山寺町1891番地,,34.763174,137.615427,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)487-2100,,,https://pal2.co.jp/shop/#c02,,,,,,,,,2020-10-01,,,396,西区
F0463,"LOLO 3RD CAFE",ロロサードカフェ,,静岡県浜松市中区中央3-9-1楽器博物館1F,4300929,221309,静岡県,,浜松市,中区,中央3-9-1,楽器博物館1F,34.706621,137.738558,7671,喫茶店,,,,,(053)451-3222,,,https://www.lo-company.jp/,,,,,,,,,2020-10-01,,,397,中区
F0464,和食処新橋阿部,ワシヨクドコロニツパシアベ,,静岡県浜松市南区新橋町995,4328058,221309,静岡県,,浜松市,南区,新橋町995,,34.683174,137.710714,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)447-0654,,,https://nippasiabe.hamazo.tv/,,,,,,,,,2020-10-01,,,398,南区
F0465,"喫茶 LOLO",キッサロロ,,静岡県浜松市中区紺屋町217-31,4300938,221309,静岡県,,浜松市,中区,紺屋町217-31,,34.708329,137.726223,7671,喫茶店,,,,,(053)456-1267,,,,,,,,,,,,2020-10-01,,,399,中区
F0470,オークラアクトシティホテル浜松　スカイレストランパガニーニ,オークラアクトシティホテルハママツスカイレストランパガニーニ,,静岡県浜松市中区板屋町111-2オークラアクトシティホテル浜松　30階,4307733,221309,静岡県,,浜松市,中区,板屋町111-2,オークラアクトシティホテル浜松　30階,34.705231,137.735788,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)459-0111,,,https://www.act-okura.co.jp/,,,,,,,,,2020-10-01,,,400,中区
F0471,オークラアクトシティホテル浜松　和食堂山里,オークラアクトシティホテルハママツワショウドウヤマザト,,静岡県浜松市中区板屋町111-2オークラアクトシティホテル浜松　31階,4307733,221309,静岡県,,浜松市,中区,板屋町111-2,オークラアクトシティホテル浜松　31階,34.705231,137.735788,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)459-0111,,,https://www.act-okura.co.jp/,,,,,,,,,2020-10-01,,,401,中区
F0472,鮨処五代目山口屋寿司店,スシドコロゴダイメヤマグチヤスシテン,,静岡県浜松市中区肴町316-44,4300932,221309,静岡県,,浜松市,中区,肴町316-44,,34.706947,137.728894,7641,すし店,,,,,(053)452-1768,,,,,,,,,,,,2020-10-01,,,402,中区
F0482,歌謡スナックみなみ,カヨウスナックミナミ,,静岡県浜松市北区三方原町869-8,4338105,221309,静岡県,,浜松市,北区,三方原町869-8,,34.783019,137.720741,7651,酒場，ビヤホール,,,,,(053)438-0432,,,,,,,,,,,,2020-10-01,,,403,北区
F0485,福三三,フクミミ,,静岡県浜松市中区砂山町360-7,4300926,221309,静岡県,,浜松市,中区,砂山町360-7,,34.701463,137.734354,7651,酒場，ビヤホール,,,,,(053)450-6888,,,,,,,,,,,,2020-10-02,,,404,中区
F0403,サンストリート浜北フードコートエリア（上海媽媽/マクドナルド/はなまるうどん/クマールさんのカレー/中華そば楽描/ぶたの大地）,サンストリートハマキタフードコートエリアシャンハイマママクドナルドハナマルウドンクマールサンノカレースガキヤ,,静岡県浜松市浜北区平口2861サンストリート浜北,4340041,221309,静岡県,,浜松市,浜北区,平口2861,サンストリート浜北,34.794831,137.760828,7699,他に分類されない飲食店,,,,,(053)585-7111,,,http://www.sunstreet-hamakita.com/,,,,,,,,,2020-10-05,,,405,浜北区
F0404,サイゼリヤサンストリート浜北店,サイゼリヤサンストリートハマキタテン,,静岡県浜松市浜北区平口2861サンストリート浜北2F,4340041,221309,静岡県,,浜松市,浜北区,平口2861,サンストリート浜北2F,34.794831,137.760828,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)585-7111,,,https://www.saizeriya.co.jp/,,,,,,,,,2020-10-05,,,406,浜北区
F0484,居酒屋ほりかわ,イザカヤホリカワ,,静岡県浜松市中区田町330-1マビーセブンビル2F,4300944,221309,静岡県,,浜松市,中区,田町330-1,マビーセブンビル2F,34.706897,137.731509,7651,酒場，ビヤホール,,,,,(053)453-5870,,,https://r.gnavi.co.jp/gm7chfa90000/,,,,,,,,,2020-10-05,,,407,中区
F0487,居食処美園,イショクドコロミソノ,,静岡県浜松市東区天龍川町162-1,4350013,221309,静岡県,,浜松市,東区,天龍川町162-1,,34.720502,137.778813,7621,日本料理店,,,,,(053)421-3917,,,,,,,,,,,,2020-10-05,,,408,東区
F0490,"ITAYAMACHI BaR",イタヤマチバル,,静岡県浜松市中区板屋町612,4328069,221309,静岡県,,浜松市,中区,板屋町612,,34.707506,137.735461,7699,他に分類されない飲食店,,,,,(053)525-7435,,,http://www.tromba.jp/,,,,,,,,,2020-10-05,,,409,中区
F0491,中川屋,ナカガワヤ,,静岡県浜松市東区中野町861-2,4350004,221309,静岡県,,浜松市,東区,中野町861-2,,34.729127,137.798581,7629,その他の専門料理店,,,,,(053)421-0007,,,http://nakagawaya.jp/,,,,,,,,,2020-10-06,,,410,東区
F0493,揚州厨房,ヨウシュウチュウボウ,,静岡県浜松市中区板屋町111-2浜松アクトタワーB1F,4307790,221309,静岡県,,浜松市,中区,板屋町111-2,浜松アクトタワーB1F,34.705231,137.735788,7623,中華料理店,,,,,(053)453-1688,,,https://yoshu.owst.jp/,,,,,,,,,2020-10-06,,,411,中区
F0494,BON,ボン,,静岡県浜松市中区肴町314-24,4300932,221309,静岡県,,浜松市,中区,肴町314-24,,34.707069,137.728569,7651,酒場，ビヤホール,,,,,(053)454-5503,,,,,,,,,,,,2020-10-06,,,412,中区
F0495,弁松,ベンマツ,,静岡県浜松市中区尾張町124-27,4300949,221309,静岡県,,浜松市,中区,尾張町124-27,,34.710740,137.729107,7621,日本料理店,,,,,(053)452-6529,,,http://www.benmatsu.info/,,,,,,,,,2020-10-06,,,413,中区
F0501,だんす亭,ダンステイ,,静岡県浜松市中区田町231-4セリバテール日東,4300944,221309,静岡県,,浜松市,中区,田町231-4,,34.709108,137.732242,7651,酒場，ビヤホール,,,,,(053)540-4579,,,,,,,,,,,,2020-10-06,,,414,中区
F0476,炭火焼肉火の国中田店,スミビヤキニクヒノクニナカタテン,,静岡県浜松市東区中田町85,4350057,221309,静岡県,,浜松市,東区,中田町85,,34.732423,137.755363,7625,焼き肉店,,,,,(053)460-1129,,,,,,,,,,,,2020-10-07,,,415,東区
F0483,鳥焼もろ川,トリヤキモロカワ,,静岡県浜松市中区尾張町116-26,4300949,221309,静岡県,,浜松市,中区,尾張町116-26,,34.710830,137.728831,7629,その他の専門料理店,,,,,(053)458-8800,,,http://www.morokawa.com/,,,,,,,,,2020-10-07,,,416,中区
F0486,酒處ひら山,サケドコロヒラヤマ,,静岡県浜松市中区肴町318-26MUSE肴町1F,4300932,221309,静岡県,,浜松市,中区,肴町318-26,MUSE肴町1F,34.706194,137.729187,7651,酒場，ビヤホール,,,,,(053)454-2567,,,,,,,,,,,,2020-10-07,,,417,中区
F0492,濱作,ハマサク,,静岡県浜松市中区田町331-8,4300944,221309,静岡県,,浜松市,中区,田町331-8,,34.706514,137.732114,7621,日本料理店,,,,,(053)454-4851,,,,,,,,,,,,2020-10-07,,,418,中区
F0496,Prele,プレール,,静岡県浜松市北区三ヶ日町大崎16-16(2階),4311403,221309,静岡県,,浜松市,北区,三ヶ日町大崎16-16,(2階),34.782905,137.572840,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)526-0780,,,https://www.cafe-prele.com/,,,,,,,,,2020-10-07,,,419,北区
F0500,浜膳,ハマゼン,,静岡県浜松市中区鴨江町21,4328024,221309,静岡県,,浜松市,中区,鴨江町21,,34.704775,137.723497,7621,日本料理店,,,,,(053)452-1048,,,,,,,,,,,,2020-10-07,,,420,中区
F0506,銀屋,ギンヤ,,静岡県浜松市中区田町323-5,4300944,221309,静岡県,,浜松市,中区,田町323-5,,34.707424,137.730320,7651,酒場，ビヤホール,,,,,(053)453-6278,,,,,,,,,,,,2020-10-07,,,421,中区
F0503,天竜膳三好,テンリュウゼンミヨシ,,静岡県浜松市天竜区二俣町二俣932,4313314,221309,静岡県,,浜松市,天竜区,二俣町二俣932,,34.862708,137.810883,7622,料亭,,,,,(053)926-0344,,,https://www.t-miyoshi.com/,,,,,,,,,2020-10-08,,,422,天竜区
F0505,心,ココロ,,静岡県浜松市中区旅籠町59,4328027,221309,静岡県,,浜松市,中区,旅籠町59,,34.702377,137.728600,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)569-0889,,,,,,,,,,,,2020-10-08,,,423,中区
F0509,はなぜん,ハナゼン,,静岡県浜松市中区田町331-11Aビル1階,4300944,221309,静岡県,,浜松市,中区,田町331-11,Aビル1階,34.706338,137.732080,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)457-0988,,,,,,,,,,,,2020-10-08,,,424,中区
F0283,果汁工房果琳イオンモール浜松志都呂店,カジュウコウボウカリンイオンモールハママツシトロテン,,静岡県浜松市西区志都呂2-37-1イオンモール浜松志都呂1階,4328069,221309,静岡県,,浜松市,西区,志都呂2-37-1,イオンモール浜松志都呂1階,34.697180,137.649390,7671,喫茶店,,,,,(053)401-1707,,,,,,,,,,,,2020-10-09,,,425,西区
F0497,HANCHAR'S,ハンチャーズ,,静岡県浜松市中区鍛冶町318-15とんか亭ビルB1F,4300933,221309,静岡県,,浜松市,中区,鍛冶町318-15,とんか亭ビルB1F,34.706302,137.729976,7629,その他の専門料理店,,,,,(053)456-8805,,,https://hanchars.owst.jp/,,,,,,,,,2020-10-09,,,426,中区
F0498,焼鰻　中ノ庄,ヤキウナギナカノショウ,,静岡県浜松市中区鍛冶町1-2かじ町プラザ1階,4300933,221309,静岡県,,浜松市,中区,鍛冶町1-2,かじ町プラザ1階,34.702742,137.731494,7629,その他の専門料理店,,,,,(053)458-1278,,,http://nakanosho.com/sp/,,,,,,,,,2020-10-09,,,427,中区
F0510,野鳩,ノバト,,静岡県浜松市中区海老塚1-15-4,4328033,221309,静岡県,,浜松市,中区,海老塚1-15-4,,34.699113,137.729040,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)482-8889,,,,,,,,,,,,2020-10-09,,,428,中区
F0504,新中国料理ムーラン,シンチュウゴクリョウリムーラン,,静岡県浜松市西区雄踏町宇布見4863-178,4310102,221309,静岡県,,浜松市,西区,雄踏町宇布見4863-178,,34.695933,137.636079,7623,中華料理店,,,,,(053)596-3939,,,http://www.wr-salt.com/mulan/,,,,,,,,,2020-10-12,,,429,西区
F0507,麺処　びぎ屋　浜松店,メンドコロビギヤハママツテン,,静岡県浜松市中区鴨江3-29-20,4328023,221309,静岡県,,浜松市,中区,鴨江3-29-20,,34.708944,137.714187,7624,ラーメン店,,,,,(053)456-6868,,,,,,,,,,,,2020-10-12,,,430,中区
F0508,"bistro atable",ビストロアターブル,,静岡県浜松市中区富塚町2299-3,4328002,221309,静岡県,,浜松市,中区,富塚町2299-3,,34.719483,137.700538,7629,その他の専門料理店,,,,,(053)528-7567,,,https://www.bistro-atable.com/,,,,,,,,,2020-10-12,,,431,中区
F0512,炭火焼鳥だいち,スミビヤキトリダイチ,,静岡県浜松市中区元城町218-9エルム元城1F,4300946,221309,静岡県,,浜松市,中区,元城町218-9,エルム元城1F,34.708814,137.728176,7629,その他の専門料理店,,,,,(053)452-7772,,,,,,,,,,,,2020-10-12,,,432,中区
F0514,TEMAJI,テマージ,,静岡県浜松市西区志都呂2-1-27,4328069,221309,静岡県,,浜松市,西区,志都呂2-1-27,,34.698677,137.655206,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)488-7761,,,,,,,,,,,,2020-10-12,,,433,西区
F0502,田吾松,タゴマツ,,静岡県浜松市西区西山町2298-3,4328001,221309,静岡県,,浜松市,西区,西山町2298-3,,34.741404,137.678369,7692,お好み焼き・焼きそば・たこ焼き店,,,,,(053)485-5918,,,,,,,,,,,,2020-10-13,,,434,西区
F0511,喫茶＆スナックあすなろ,キッサアンドスナックアスナロ,,静岡県浜松市東区薬師町361,4350017,221309,静岡県,,浜松市,東区,薬師町361,,34.721601,137.782791,7651,酒場，ビヤホール,,,,,(053)421-7272,,,,,,,,,,,,2020-10-13,,,435,東区
F0518,"イタリア風料理　IL CIELO",イタリアフウリョウリイルチェーロ,,静岡県浜松市中区上島2-10-1米澤ビル1F南,4308122,221309,静岡県,,浜松市,中区,上島2-10-1,米澤ビル1F南,34.741967,137.739395,7611,食堂，レストラン（専門料理店を除く）,,,,,(070)2829-4544,,,https://ilcielo-hamamatsu.jimdofree.com/,,,,,,,,,2020-10-13,,,436,中区
F0521,イタリア食堂　オルトラーナ,イタリアショクドウオルトラーナ,,静岡県浜松市南区東町95-5,4300822,221309,静岡県,,浜松市,南区,東町95-5,,34.681006,137.783213,7629,その他の専門料理店,,,,,(053)427-3077,,,http://ortolana.net,,,,,,,,,2020-10-13,,,437,南区
F0499,ビラックス高薗,ビラックスタカソノ,,静岡県浜松市浜北区高薗381,4340023,221309,静岡県,,浜松市,浜北区,高薗381,,34.789380,137.817440,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)586-8886,,,,,,,,,,,,2020-10-14,,,438,浜北区
F0516,いし川,イシカワ,,静岡県浜松市中区板屋町672FOOD昴ビル2F,4300928,221309,静岡県,,浜松市,中区,板屋町672,FOOD昴ビル2F,34.706980,137.735746,7621,日本料理店,,,,,(053)452-1466,,,,,,,,,,,,2020-10-14,,,439,中区
F0513,ブラウニーサンドイッチ,ブラウニーサンドイッチ,,静岡県浜松市東区安新町550-4,4350005,221309,静岡県,,浜松市,東区,安新町550-4,,34.729306,137.791180,7691,ハンバーガー店,,,,,(053)571-8034,,,http://brownie-sandwich.com,,,,,,,,,2020-10-15,,,440,東区
F0517,さかい珈琲　浜松小沢渡店,サカイコーヒーハママツコザワタリテン,,静岡県浜松市南区小沢渡町1395,4328063,221309,静岡県,,浜松市,南区,小沢渡町1395,,34.683845,137.676239,7671,喫茶店,,,,,(053)415-9561,,,,,,,,,,,,2020-10-15,,,441,南区
F0522,銀座たこ専　浜松本店,ギンザタコセンハママツホンテン,,静岡県浜松市東区小池町158-1,4350056,221309,静岡県,,浜松市,東区,小池町158-1,,34.754692,137.763387,7692,お好み焼き・焼きそば・たこ焼き店,,,,,(053)432-1208,,,https://www.bon-chic.jp,,,,,,,,,2020-10-15,,,442,東区
F0523,おばんざい季遊,オバンザイキユウ,,静岡県浜松市中区連尺町309-16寺澤ビル1階,4300939,221309,静岡県,,浜松市,中区,連尺町309-16,寺澤ビル1階,34.706544,137.727665,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)458-2788,,,,,,,,,,,,2020-10-15,,,443,中区
F0524,焼き鳥とワイン　志ノ蔵,ヤキトリトワインシノクラ,,静岡県浜松市中区千歳町76-4,4300934,221309,静岡県,,浜松市,中区,千歳町76-4,,34.703605,137.730639,7629,その他の専門料理店,,,,,(053)454-4096,,,http://www.hot-farm.net/shinokura/,,,,,,,,,2020-10-15,,,444,中区
F0515,"cafe gaku",カフェガク,,静岡県浜松市北区細江町気賀342-3,4311305,221309,静岡県,,浜松市,北区,細江町気賀342-3,,34.806538,137.652161,7671,喫茶店,,,,,(053)522-0012,,,,,,,,,,,,2020-10-19,,,445,北区
F0527,氷箱里,ビンシャンリィ,,静岡県浜松市中区板屋町628Y3ビル5階,4300928,221309,静岡県,,浜松市,中区,板屋町628,Y3ビル5階,34.707301,137.734789,7623,中華料理店,,,,,(053)451-3031,,,http://www.bing-xiang-li.com/,,,,,,,,,2020-10-21,,,446,中区
F0528,ティルナノーグ,ティルナノーグ,,静岡県浜松市中区田町329-8マルマンビルB1,4300944,221309,静岡県,,浜松市,中区,田町329-8,マルマンビルB1,34.707130,137.732173,7651,酒場，ビヤホール,,,,,(053)450-6006,,,,,,,,,,,,2020-10-22,,,447,中区
F0519,"Tournez La Page",トゥルネラパージュ,,静岡県浜松市中区板屋町628Y3ビル1階,4300928,221309,静岡県,,浜松市,中区,板屋町628,Y3ビル1階,34.707301,137.734789,7671,喫茶店,,,,,(053)455-7100,,,http://tournezlapage.jp/,,,,,,,,,2020-10-23,,,448,中区
F0532,有限会社神谷ふぐ料理店,カミヤフグリョウリテン,,静岡県浜松市中区田町329-8,4300944,221309,静岡県,,浜松市,中区,田町329-8,,34.707130,137.732173,7621,日本料理店,,,,,(053)453-6606,,,https://fugu-kamiya.hama-matsu.com/,,,,,,,,,2020-10-23,,,449,中区
F0535,温（HARU）,ハル,,静岡県浜松市中区肴町19-42,4300932,221309,静岡県,,浜松市,中区,肴町19-42,,34.706609,137.729550,7651,酒場，ビヤホール,,,,,(053)457-5757,,,,,,,,,,,,2020-10-23,,,450,中区
F0530,寧々家浜松モール街店,ネネヤハママツモールガイテン,,静岡県浜松市中区鍛冶町503-4松菱通りB-2ビル1F,4300933,221309,静岡県,,浜松市,中区,鍛冶町503-4,松菱通りB-2ビル1F,34.705028,137.731014,7651,酒場，ビヤホール,,,,,(053)452-2131,,,https://www.atom-corp.co.jp,,,,,,,,,2020-10-26,,,451,中区
F0536,鮨ぜん,スシゼン,,静岡県浜松市北区細江町中川5903-6,4311304,221309,静岡県,,浜松市,北区,細江町中川5903-6,,34.800588,137.664493,7641,すし店,,,,,(053)482-9132,,,,,,,,,,,,2020-10-26,,,452,北区
F0537,willcoffee&bar,ウィルコーヒーアンドバー,,静岡県浜松市中区田町329-17オオクボビル1.2階,4300944,221309,静岡県,,浜松市,中区,田町329-17,オオクボビル1.2階,34.707059,137.731377,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)456-0717,,,,,,,,,,,,2020-10-26,,,453,中区
F0534,フレッシュネスバーガー浜松アクトシティ店,フレッシュネスバーガーハママツアクトシティテン,,静岡県浜松市中区板屋町111-2アクトタワー2階,4307702,221309,静岡県,,浜松市,中区,板屋町111-2,"アクトタワー 2階",34.705231,137.735788,7691,ハンバーガー店,,,,,(053)451-3441,,,,,,,,,,,,2020-10-27,,,454,中区
F0541,炭火焼き鳥diningらん,スミビヤキトリダイニングラン,,静岡県浜松市中区肴町313-11田島ビル,4300932,221309,静岡県,,浜松市,中区,肴町313-11,田島ビル,34.706578,137.728710,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)452-2211,,,,,,,,,,,,2020-10-29,,,455,中区
