店舗ID,店舗_名称,店舗_名称_カナ,店舗_概要,店舗_所在地,店舗_所在地_郵便番号,店舗_所在地_全国地方公共団体コード,店舗_所在地_都道府県名,店舗_所在地_郡名,店舗_所在地_市区町村名,店舗_所在地_行政区名,店舗_所在地_町域名以降,店舗_所在地_建物名,店舗_所在地_緯度,店舗_所在地_経度,店舗_業態_産業分類コード,店舗_業態_産業分類名,店舗_画像,店舗_タグ,店舗_営業時間,店舗_定休日,店舗_電話番号,店舗_FAX番号,店舗_メールアドレス,店舗_Webサイト,店舗_地図,店舗_Twitter,店舗_Facebookページ,店舗_インスタグラム,店舗_LINE,店舗_テイクアウト対応フラグ,店舗_デリバリー対応フラグ,店舗_閉店フラグ,店舗_登録日,店舗_最終更新日,店舗_補足
F0284,浜太郎浜松駅前店,ハマタロウハママツエキマエテン,,静岡県浜松市中区田町330-22,4300944,221309,静岡県,,浜松市,中区,田町330-22,,34.706365,137.731627,7651,酒場，ビヤホール,,,,,(053)454-1315,,,https://www.hamatarou.jp/,,,,,,,,,2020-09-07,,
F0282,はままつフラワーパークレストラン花の散歩道,ハママツフラワーパークレストラハナノサンポミチ,,静岡県浜松市西区舘山寺町195はままつフラワーパーク,4311209,221309,静岡県,,浜松市,西区,舘山寺町195,はままつフラワーパーク,34.763299,137.632904,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)487-0511,,,https://www.e-flowerpark.com/,,,,,,,,,2020-09-08,,
F0280,はんなり,ハンナリ,,静岡県浜松市中区元城町223-1AP-2,4300946,221309,静岡県,,浜松市,中区,元城町223-1,AP-2,34.708579,137.728682,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)456-4008,,,,,,,,,,,,2020-09-10,,
F0031,信州手打そば奥村,シンシュウテウチソバオクムラ,,静岡県浜松市中区鍛冶町1-46,4300933,221309,静岡県,,浜松市,中区,鍛冶町1-46,,34.703459,137.731880,7631,そば・うどん店,,,,,(053)452-7117,,,,,,,,,,,,2020-09-07,,
F0276,鮨　大受,スシダイジュ,,静岡県浜松市東区将監町36-2,4300802,221309,静岡県,,浜松市,東区,将監町36-2,,34.714380,137.757940,7641,すし店,,,,,(053)463-7666,,,,,,,,,,,,2020-09-04,,
F0262,ハーフショップC,ハーフショップシー,,静岡県浜松市中区栄町8-3,4328025,221309,静岡県,,浜松市,中区,栄町8-3,,34.704703,137.724930,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)458-3030,,,,,,,,,,,,2020-09-09,,
F0253,おびや,オビヤ,,静岡県浜松市東区笠井町1275,4313107,221309,静岡県,,浜松市,東区,笠井町1275,,34.767843,137.791154,7621,日本料理店,,,,,(053)434-1027,,,http://obiyanet.com/,,,,,,,,,2020-09-04,,
F0251,千歳ふく亭,チトセフクテイ,,静岡県浜松市中区千歳町76-3カノンビル1F,4300934,221309,静岡県,,浜松市,中区,千歳町76-3,カノンビル1F,34.703692,137.730584,7621,日本料理店,,,,,(053)452-3929,,,,,,,,,,,,2020-09-09,,
F0237,手打ちそば　蕎里,テウチソバキョウリ,,静岡県浜松市東区半田町1275,4313124,221309,静岡県,,浜松市,東区,半田町1275,,34.769085,137.751215,7631,そば・うどん店,,,,,(053)431-5110,,,http://www.teuchisoba.jp/,,,,,,,,,2020-09-04,,
F0131,シェリーズキッチン,シェリーズキッチン,,静岡県浜松市中区南浅田2-17-8,4328044,221309,静岡県,,浜松市,中区,南浅田2-17-8,,34.687766,137.730551,7671,喫茶店,,,,,(053)589-4000,,,https://sheriskitchen.jp/,,,,,,,,,2020-09-04,,
F0401,圧力釜もっちりうどん『福桝屋』,アツリョクガマモッチリウドンフクマスヤ,,静岡県浜松市北区三ヶ日町都筑1170-10,4311402,221309,静岡県,,浜松市,北区,三ヶ日町都筑1170-10,,34.794252,137.584093,7631,そば・うどん店,,,,,(053)526-1020,,,,,,,,,,,,2020-09-17,,
F0398,魚きく,ウオキク,,静岡県浜松市中区新津町12-1,4300911,221309,静岡県,,浜松市,中区,新津町12-1,,34.723490,137.738064,7651,酒場，ビヤホール,,,,,(053)471-2751,,,https://uokiku-hamamatsu.com/,,,,,,,,,2020-09-17,,
F0397,お好み焼きダイニング弧味,オコノミヤキダイニングコミ,,静岡県浜松市中区田町329-14,4300944,221309,静岡県,,浜松市,中区,田町329-14,,34.707084,137.731456,7692,お好み焼き・焼きそば・たこ焼き店,,,,,(053)458-8155,,,,,,,,,,,,2020-09-16,,
F0392,曳馬野,ヒクマノ,,静岡県浜松市中区田町322-3,4300944,221309,静岡県,,浜松市,中区,田町322-3,,34.706939,137.730471,7629,その他の専門料理店,,,,,(053)452-3544,,,https://r.gnavi.co.jp/n974200/,,,,,,,,,2020-09-17,,
F0385,CONTENTO,コンテント,,静岡県浜松市中区板屋町102-17長水館ビル1F,4300928,221309,静岡県,,浜松市,中区,板屋町102-17,長水館ビル1F,34.707164,137.732939,7629,その他の専門料理店,,,,,(053)452-2006,,,http://contento.x0.com/,,,,,,,,,2020-09-16,,
F0383,藤いち,フジイチ,,静岡県浜松市中区肴町313-20,4300932,221309,静岡県,,浜松市,中区,肴町313-20,,34.706188,137.728731,7621,日本料理店,,,,,(053)452-2793,,,https://www.hotpepper.jp/strJ000427214/,,,,,,,,,2020-09-17,,
F0382,Calvino,カルビーノ,,静岡県浜松市中区鍛冶町319-14アダムビル1階,4300933,221309,静岡県,,浜松市,中区,鍛冶町319-14,アダムビル1階,34.706013,137.730160,7625,焼き肉店,,,,,(053)455-4610,,,https://calvino.owst.jp/,,,,,,,,,2020-09-16,,
F0381,とりあえず吾平　浜松佐鳴台店,トリアエズゴヘイハママツサナルダイテン,,静岡県浜松市中区佐鳴台1-6-21,4328021,221309,静岡県,,浜松市,中区,佐鳴台1-6-21,,34.701572,137.700314,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)445-1091,,,https://g-taste.co.jp/gohei/,,,,,,,,,2020-09-15,,
F0379,中華そばみやひろ,チュウカソバミヤヒロ,,静岡県浜松市中区千歳町100-1,4300934,221309,静岡県,,浜松市,中区,千歳町100-1,,34.704062,137.731165,7624,ラーメン店,,,,,(053)458-1339,,,,,,,,,,,,2020-09-15,,
F0377,御蔵別亭,ミクラベッテイ,,静岡県浜松市中区千歳町54　中央千歳ビル1F,4300934,221309,静岡県,,浜松市,中区,千歳町54,中央千歳ビル1F,34.703836,137.730294,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)482-7272,,,,,,,,,,,,2020-09-15,,
F0376,割烹みその千とせ店,カッポウミソノチトセテン,,静岡県浜松市中区千歳町51,4300934,221309,静岡県,,浜松市,中区,千歳町51,,34.703712,137.730387,7621,日本料理店,,,,,(053)453-0290,,,,,,,,,,,,2020-09-15,,
F0374,泰郷,ヤスクニ,,静岡県浜松市中区住吉3-15-12池谷ビル1階,4300906,221309,静岡県,,浜松市,中区,住吉3-15-12,池谷ビル1階,34.735695,137.724662,7611,食堂，レストラン（専門料理店を除く）,,,,,(080)2660-6792,,,,,,,,,,,,2020-09-15,,
F0373,味三昧　熊平,アジザンマイクマヘイ,,静岡県浜松市北区三方原町1176-7,4338105,221309,静岡県,,浜松市,北区,三方原町1176-7,,34.783680,137.717161,7621,日本料理店,,,,,(053)430-6670,,,https://www.kumahei.com/,,,,,,,,,2020-09-15,,
F0372,鉄板びーむ,テッパンビーム,,静岡県浜松市中区上浅田1-2-24,4328042,221309,静岡県,,浜松市,中区,上浅田1-2-24,,34.697497,137.727283,7692,お好み焼き・焼きそば・たこ焼き店,,,,,(053)477-0012,,,,,,,,,,,,2020-09-16,,
F0371,三ツ星マート浜松店,ミツボシマートハママツテン,,静岡県浜松市中区葵東2丁目8-10,4338114,221309,静岡県,,浜松市,中区,葵東2丁目8-10,,34.758813,137.723552,7651,酒場，ビヤホール,,,,,(053)459-1711,,,,,,,,,,,,2020-09-17,,
F0370,更紗屋,サラサヤ,,静岡県浜松市中区田町325-10ファッションきものイシバシ2F,4300944,221309,静岡県,,浜松市,中区,田町325-10,ファッションきものイシバシ2F,34.707979,137.730326,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)456-2589,,,,,,,,,,,,2020-09-14,,
F0369,つぼ八原島店,ツボハチバラジマテン,,静岡県浜松市東区原島町284-1,4350047,221309,静岡県,,浜松市,東区,原島町284-1,,34.729807,137.770879,7651,酒場，ビヤホール,,,,,(053)469-2288,,,,,,,,,,,,2020-09-17,,
F0368,コリアンキッチンシジャン,コリアンキッチンシジャン,,静岡県浜松市中区砂山町6-1浜松メイワン7F,4300926,221309,静岡県,,浜松市,中区,砂山町6-1,浜松メイワン7F,34.704168,137.734452,7629,その他の専門料理店,,,,,(053)450-7722,,,,,,,,,,,,2020-09-15,,
F0367,しゃぽーるーじゅ,シャポールージュ,,静岡県浜松市中区砂山町6-1浜松メイワン7F,4300926,221309,静岡県,,浜松市,中区,砂山町6-1,浜松メイワン7F,34.704168,137.734452,7629,その他の専門料理店,,,,,(053)457-4175,,,,,,,,,,,,2020-09-15,,
F0366,スノーウィカフェ,スノーウィカフェ,,静岡県浜松市中区砂山町6-1浜松メイワン7F,4300926,221309,静岡県,,浜松市,中区,砂山町6-1,浜松メイワン7F,34.704168,137.734452,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)450-5336,,,,,,,,,,,,2020-09-15,,
F0365,とんかつ和幸　メイワン浜松店,トンカツワコウメイワンハママツテン,,静岡県浜松市中区砂山町6-1浜松メイワン7F,4300926,221309,静岡県,,浜松市,中区,砂山町6-1,浜松メイワン7F,34.704168,137.734452,7629,その他の専門料理店,,,,,(053)457-4615,,,,,,,,,,,,2020-09-15,,
F0364,美食佳肴　幸,ビショクカコウコウ,,静岡県浜松市中区板屋町104-1Dsタワー1F,4300928,221309,静岡県,,浜松市,中区,板屋町104-1,Dsタワー1F,34.706344,137.732857,7651,酒場，ビヤホール,,,,,(053)525-8777,,,,,,,,,,,,2020-09-14,,
F0363,曳馬寿し,ヒクマズシ,,静岡県浜松市中区曳馬5-6-41,4300901,221309,静岡県,,浜松市,中区,曳馬5-6-41,,34.731747,137.740569,7641,すし店,,,,,(053)473-1944,,,,,,,,,,,,2020-09-17,,
F0362,ハママツウッシーナ,ハママツウッシーナ,,静岡県浜松市中区田町325-38笠井屋ビルディングアネックス2F,4300944,221309,静岡県,,浜松市,中区,田町325-38,笠井屋ビルディングアネックス2F,34.707639,137.729940,7651,酒場，ビヤホール,,,,,(053)401-0501,,,https://nbnt800.gorp.jp/,,,,,,,,,2020-09-17,,
F0361,Orga,オルガ,,静岡県浜松市中区肴町322-1ぬい屋ビル3F南側,4300932,221309,静岡県,,浜松市,中区,肴町322-1,ぬい屋ビル3F南側,34.706946,137.730155,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)458-5566,,,https://orga.owst.jp,,,,,,,,,2020-09-16,,
F0359,ゆあん,ユアン,,静岡県浜松市北区三幸町476-8,4338101,221309,静岡県,,浜松市,北区,三幸町476-8,,34.804656,137.713553,7699,他に分類されない飲食店,,,,,(053)543-5005,,,,,,,,,,,,2020-09-16,,
F0358,つぼ八和合店,ツボハチワゴウテン,,静岡県浜松市中区和合町220-324,4338125,221309,静岡県,,浜松市,中区,和合町220-324,,34.738821,137.709087,7651,酒場，ビヤホール,,,,,(053)437-5353,,,,,,,,,,,,2020-09-16,,
F0357,宏城寿し,コウジョウズシ,,静岡県浜松市中区曳馬4-13-73,4300901,221309,静岡県,,浜松市,中区,曳馬4-13-73,,34.730853,137.741095,7641,すし店,,,,,(053)461-5585,,,,,,,,,,,,2020-09-14,,
F0356,国民宿舎奥浜名湖（レストラン）,コクミンシュクシャオクハマナコレストラン,,静岡県浜松市北区細江町気賀1023-1,4311305,221309,静岡県,,浜松市,北区,細江町気賀1023-1,,34.812740,137.650370,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)522-1115,,,https://www.okuhamanako.jp/,,,,,,,,,2020-09-17,,
F0355,三ツ星マート浜松駅南店,ミツボシマートハママツエキナンテン,,静岡県浜松市中区砂山町326-2　2F,4300926,221309,静岡県,,浜松市,中区,砂山町326-2,2F,34.703754,137.736014,7651,酒場，ビヤホール,,,,,(053)459-1711,,,,,,,,,,,,2020-09-16,,
F0354,中華料理紅虎餃子房浜松店,チュウカリョウリベニトラギョウザボウハママツテン,,静岡県浜松市中区板屋町102-14,4300928,221309,静岡県,,浜松市,中区,板屋町102-14,,34.707236,137.733312,7623,中華料理店,,,,,(053)413-6656,,,,,,,,,,,,2020-09-11,,
F0353,レストランティーアンドリュウ,レストランティーアンドリュウ,,静岡県浜松市東区西塚町316-1,4350044,221309,静岡県,,浜松市,東区,西塚町316-1,,34.719616,137.752853,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)462-4702,,,,,,,,,,,,2020-09-14,,
F0351,銀座ライオン浜松松竹ビル店,ギンザライオンハママツショウチクビルテン,,静岡県浜松市中区肴町322-20浜松松竹ビル5F,4300932,221309,静岡県,,浜松市,中区,肴町322-20,浜松松竹ビル5F,34.706761,137.730384,7651,酒場，ビヤホール,,,,,(053)457-0313,,,,,,,,,,,,2020-09-16,,
F0350,ラーメンハウス寅ちゃん,ラーメンハウストラチャン,,静岡県浜松市南区東町388,4300822,221309,静岡県,,浜松市,南区,東町388,,34.681052,137.781649,7624,ラーメン店,,,,,(053)426-4822,,,,,,,,,,,,2020-09-15,,
F0349,やきとりおかわり,ヤキトリオカワリ,,静岡県浜松市中区新津町40-1サンポートビル1F,4300911,221309,静岡県,,浜松市,中区,新津町40-1,サンポートビル1F,34.723427,137.738646,7651,酒場，ビヤホール,,,,,(053)460-3688,,,,,,,,,,,,2020-09-14,,
F0348,杜のふう,モリノフウ,,静岡県浜松市北区三ヶ日町津々崎367-1,4311405,221309,静岡県,,浜松市,北区,三ヶ日町津々崎367-1,,34.797371,137.564426,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)524-1077,,,https://morinofuu.com/,,,,,,,,,2020-09-11,,
F0347,浜松カントリークラブレストラン,ハママツカントリークラブレストラン,,静岡県浜松市天竜区渡ケ島20-6浜松カントリークラブ内2階,4313423,221309,静岡県,,浜松市,天竜区,渡ケ島20-6,浜松カントリークラブ内2階,34.852339,137.778119,7611,食堂，レストラン（専門料理店を除く）,,,,,(0539)25-3516,,,https://www.hamamatsu-cc.jp/,,,,,,,,,2020-09-16,,
F0346,GOENモール街店,ゴエンモールガイテン,,静岡県浜松市中区千歳町104 1階,4300934,221309,静岡県,,浜松市,中区,千歳町104,1階,34.704313,137.730910,7625,焼き肉店,,,,,(053)483-8929,,,,,,,,,,,,2020-09-11,,
F0344,THE BRASSERIE,ザブラッセリー,,静岡県浜松市中区板屋町6262F,4300928,221309,静岡県,,浜松市,中区,板屋町626,2F,34.707296,137.734874,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)456-0125,,,http://www.the-brasserie.net/,,,,,,,,,2020-09-11,,
F0343,三哲,サンテツ,,静岡県浜松市中区元浜町244,4300942,221309,静岡県,,浜松市,中区,元浜町244,,34.716388,137.731817,7621,日本料理店,,,,,(053)471-8868,,,,,,,,,,,,2020-09-15,,
F0342,火の国　初生店,ヒノクニハツオイテン,,静岡県浜松市北区初生町1257,4338112,221309,静岡県,,浜松市,北区,初生町1257,,34.771386,137.716902,7625,焼き肉店,,,,,(053)436-4129,,,,,,,,,,,,2020-09-11,,
F0338,レストランまつぼっくり,レストランマツボックリ,,静岡県浜松市浜北区根堅2450-1,4340016,221309,静岡県,,浜松市,浜北区,根堅2450-1,,34.849800,137.792005,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)583-0090,,,https://morinoie.biz/,,,,,,,,,2020-09-14,,
F0337,川辺の食卓　都田のとうふ　勘四郎,カワベノショクタクミヤコダノトウフカンシロウ,,静岡県浜松市北区都田町6531,4312102,221309,静岡県,,浜松市,北区,都田町6531,,34.822444,137.715555,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)428-7667,,,https://tofu-kanshiro.jp/,,,,,,,,,2020-09-14,,
F0336,花暖れん,ハナノレン,,静岡県浜松市中区千歳町125花形ビル1階,4300934,221309,静岡県,,浜松市,中区,千歳町125,花形ビル1階,34.703436,137.729156,7621,日本料理店,,,,,(053)458-0507,,,,,,,,,,,,2020-09-11,,
F0334,浜太郎細江店,ハマタロウホソエテン,,静岡県浜松市北区細江町中川981-2,4311304,221309,静岡県,,浜松市,北区,細江町中川981-2,,34.807239,137.688017,7623,中華料理店,,,,,(053)401-0141,,,https://www.hamatarou.jp/,,,,,,,,,2020-09-14,,
F0333,浜太郎半田山店,ハマタロウハンダヤマテン,,静岡県浜松市東区半田山5-2-1,4313125,221309,静岡県,,浜松市,東区,半田山5-2-1,,34.775036,137.737061,7623,中華料理店,,,,,(053)545-7136,,,https://www.hamatarou.jp/,,,,,,,,,2020-09-11,,
F0332,浜太郎小池町店,ハマタロウコイケチョウテン,,静岡県浜松市東区小池町66-1,4350056,221309,静岡県,,浜松市,東区,小池町66-1,,34.750287,137.764040,7623,中華料理店,,,,,(053)545-7325,,,https://www.hamatarou.jp/,,,,,,,,,2020-09-14,,
F0323,餃子の革命物語,ギョウザノカクメイモノガタリ,,静岡県浜松市中区西伊場町57-1東-3,4328038,221309,静岡県,,浜松市,中区,西伊場町57-1,東-3,34.699788,137.701162,7629,その他の専門料理店,,,,,(053)489-5590,,,https://www.gyoza-kakumei.com/,,,,,,,,,2020-09-15,,
F0319,五味八珍　高丘店,ゴミハッチンタカオカテン,,静岡県浜松市中区高丘東2-8-9,4338117,221309,静岡県,,浜松市,中区,高丘東2-8-9,,34.754218,137.712250,7623,中華料理店,,,,,(053)438-8748,,,http://www.gomihattin.co.jp/shop/takaoka.html,,,,,,,,,2020-09-15,,
F0318,五味八珍　浜北インター店,ゴミハッチンハマキタインターテン,,静岡県浜松市浜北区西中瀬2-2-5,4340017,221309,静岡県,,浜松市,浜北区,西中瀬2-2-5,,34.821323,137.803074,7623,中華料理店,,,,,(053)588-2012,,,http://www.gomihattin.co.jp/shop/hamakita_inter.html,,,,,,,,,2020-09-15,,
F0317,五味八珍　新津店,ゴミハッチンシンヅテン,,静岡県浜松市中区新津町1074,4300911,221309,静岡県,,浜松市,中区,新津町1074,,34.719987,137.740485,7623,中華料理店,,,,,(053)465-1112,,,http://www.gomihattin.co.jp/shop/shinzu.html,,,,,,,,,2020-09-14,,
F0316,五味八珍　メイワン店,ゴミハッチンメイワンテン,,静岡県浜松市中区砂山町6-1メイワン7F,4300926,221309,静岡県,,浜松市,中区,砂山町6-1,メイワン7F,34.704168,137.734452,7623,中華料理店,,,,,(053)522-7070,,,http://www.gomihattin.co.jp/shop/meiwan.html,,,,,,,,,2020-09-14,,
F0315,五味八珍　入野店,ゴミハッチンイリノテン,,静岡県浜松市西区入野町6486-1,4328061,221309,静岡県,,浜松市,西区,入野町6486-1,,34.698128,137.686382,7623,中華料理店,,,,,(053)445-2772,,,http://www.gomihattin.co.jp/shop/kasai.html,,,,,,,,,2020-09-11,,
F0314,五味八珍　根上り松店,ゴミハッチンネアガリマツテン,,静岡県浜松市中区鴨江3-67-5,4328023,221309,静岡県,,浜松市,中区,鴨江3-67-5,,34.705508,137.707991,7623,中華料理店,,,,,(053)452-3935,,,http://www.gomihattin.co.jp/shop/neagarimatu.html,,,,,,,,,2020-09-11,,
